id,block,trial,set_size,stim,iteration,correct_resp,resp,correct,rt,reward
1,9,12,3,2,4,2,2,1,0.425117964157835,1
1,9,13,3,0,5,0,0,1,0.29387871385552,1
1,9,14,3,2,5,2,2,1,0.623935722978786,1
1,9,15,3,1,5,2,2,1,0.476919195149094,1
1,9,16,3,1,6,2,2,1,0.407298285979778,1
1,9,17,3,2,6,2,2,1,0.421507674036548,1
1,9,18,3,0,6,0,0,1,0.61041029705666,1
1,9,19,3,2,7,2,2,1,0.479703861987218,1
1,9,20,3,1,7,2,2,1,0.545544506050646,1
1,9,21,3,0,7,0,0,1,0.465602305950597,1
1,9,22,3,0,8,0,0,1,0.468009827192873,1
1,9,23,3,2,8,2,2,1,0.494834055192769,1
1,9,24,3,1,8,2,2,1,0.665129424072802,1
